Farm,PlotNo,SpeciesName,variable,value
KAI,Return3,ALEexc,CoverClass2.5m,NA
KAI,Return3,PIPexc,CoverClass2.5m,NA
KAI,Return3,KNIexc,CoverClass2.5m,NA
KAI,Return4,DACdac,CoverClass2.5m,3
KAI,Return4,PODtot,CoverClass2.5m,3
KAI,Return4,CORaus,CoverClass2.5m,NA
KAI,Return4,PSEcra,CoverClass2.5m,1
KAI,Return4,COPare,CoverClass2.5m,NA
KAI,Return4,COPrha,CoverClass2.5m,NA
KAI,Return4,COParb,CoverClass2.5m,NA
KAI,Return4,NESlan,CoverClass2.5m,NA
KAI,Return4,MYRaus,CoverClass2.5m,NA
KAI,Return4,COProb,CoverClass2.5m,NA
KAI,Return4,PHYtri,CoverClass2.5m,NA
KAI,Return4,CARser,CoverClass2.5m,NA
KAI,Return4,CLEmat,CoverClass2.5m,NA
KAI,Return4,BEItar,CoverClass2.5m,NA
KAI,Return4,RHOsap,CoverClass2.5m,NA
KAI,Return5,DACdac,CoverClass2.5m,3
KAI,Return5,PODtot,CoverClass2.5m,3
KAI,Return5,GENlig,CoverClass2.5m,3
KAI,Return5,LIGluc,CoverClass2.5m,2
KAI,Return5,PSEcra,CoverClass2.5m,2
KAI,Return5,MYRaus,CoverClass2.5m,4
KAI,Return5,CYAdea,CoverClass2.5m,1
KAI,Return5,COPspa,CoverClass2.5m,1
KAI,Return5,COPrha,CoverClass2.5m,1
KAI,Return5,COPare,CoverClass2.5m,1
KAI,Return5,RHOsap,CoverClass2.5m,2
KAI,Return5,CORlae,CoverClass2.5m,NA
KAI,Return5,PHYtri,CoverClass2.5m,NA
KAI,Return5,LEUfas,CoverClass2.5m,NA
KAI,Return5,CARser,CoverClass2.5m,NA
KAI,Return5,BEItar,CoverClass2.5m,NA
KAI,Return5,HEDarb,CoverClass2.5m,NA
KAI,Return5,VITluc,CoverClass2.5m,NA
KAI,Return5,METper,CoverClass2.5m,NA
KAI,Return6,DACdac,CoverClass2.5m,NA
KAI,Return6,PHYtri,CoverClass2.5m,NA
KAI,Return6,BEItar,CoverClass2.5m,NA
KAI,Return6,KNIexc,CoverClass2.5m,NA
KAI,Return6,CORlae,CoverClass2.5m,1
KAI,Return6,METper,CoverClass2.5m,1
KAI,Return6,RIPsca,CoverClass2.5m,NA
KAI,Return6,MYRaus,CoverClass2.5m,NA
KAI,Return6,RHOsap,CoverClass2.5m,NA
KAI,Return6,CYAdea,CoverClass2.5m,5
KAI,Return6,NESlan,CoverClass2.5m,2
KAI,Return6,COPare,CoverClass2.5m,NA
KAI,Return6,COPspa,CoverClass2.5m,NA
KAI,Return6,PSEcra,CoverClass2.5m,NA
KAI,Return7,DACdac,CoverClass2.5m,1
KAI,Return7,VITluc,CoverClass2.5m,NA
KAI,Return7,BEItar,CoverClass2.5m,2
KAI,Return7,CORlae,CoverClass2.5m,3
KAI,Return7,RHOsap,CoverClass2.5m,4
KAI,Return7,MYRaus,CoverClass2.5m,1
KAI,Return7,PSEcra,CoverClass2.5m,NA
KAI,Return7,METful,CoverClass2.5m,1
KAI,Return7,METper,CoverClass2.5m,1
KAI,Return7,COPare,CoverClass2.5m,NA
KAI,Return7,COPrha,CoverClass2.5m,NA
KAI,Return7,DYSspe,CoverClass2.5m,NA
KAI,Return7,KNIexc,CoverClass2.5m,NA
KAI,Return8,DACdac,CoverClass2.5m,1
KAI,Return8,PHYtri,CoverClass2.5m,NA
KAI,Return8,KNIexc,CoverClass2.5m,NA
KAI,Return8,METful,CoverClass2.5m,5
KAI,Return8,PSEcra,CoverClass2.5m,NA
KAI,Return8,MYRaus,CoverClass2.5m,2
KAI,Return8,CYAdea,CoverClass2.5m,4
KAI,Return8,NESlan,CoverClass2.5m,3
KAI,Return8,COPare,CoverClass2.5m,3
KAI,Return8,PODtot,CoverClass2.5m,2
KAI,Return8,MUEcom,CoverClass2.5m,1
KAI,Return8,GENlig,CoverClass2.5m,2
KAI,Return8,METper,CoverClass2.5m,1
KAI,Return8,MELram,CoverClass2.5m,NA
KAI,Return8,CORlae,CoverClass2.5m,NA
KAI,Return8,COPspa,CoverClass2.5m,NA
KAI,Return8,RHOsap,CoverClass2.5m,NA
KAI,Return8,VITluc,CoverClass2.5m,NA
KAI,Return8,COPrha,CoverClass2.5m,NA
KAI,Return8,BEItar,CoverClass2.5m,NA
KAI,Return8,ALEexc,CoverClass2.5m,NA
KAI,Return8,DYSspe,CoverClass2.5m,NA
GFC,P704,MELram,CoverClass2.5m,3
GFC,P704,OLEpan,CoverClass2.5m,4
GFC,P704,PSEcra,CoverClass2.5m,1
GFC,P704,MYRaus,CoverClass2.5m,2
GFC,P704,COPpro,CoverClass2.5m,1
GFC,P716,GRIlit,CoverClass2.5m,4
GFC,P716,PSEcra,CoverClass2.5m,2
GFC,P716,MELram,CoverClass2.5m,4
GFC,P716,MYRaus,CoverClass2.5m,3
GFC,P716,PENcor,CoverClass2.5m,2
GFC,P716,PIPexc,CoverClass2.5m,2
GFC,P716,COPpro,CoverClass2.5m,NA
GFC,P716,PARhet,CoverClass2.5m,NA
GFC,P716,MUEcom,CoverClass2.5m,NA
GFC,P716,PITten,CoverClass2.5m,NA
GFC,P716,OLEpan,CoverClass2.5m,NA
GFC,P716,PSEarb,CoverClass2.5m,NA
GFC,P705,MELram,CoverClass2.5m,4
GFC,P705,PSEarb,CoverClass2.5m,4
GFC,P705,OLEpan,CoverClass2.5m,3
GFC,P705,MYRaus,CoverClass2.5m,2
GFC,P705,PIPexc,CoverClass2.5m,NA
GFC,P705,COPpro,CoverClass2.5m,NA
GFC,P705,GRIlit,CoverClass2.5m,NA
GFC,P705,PARhet,CoverClass2.5m,NA
GFC,P675,SOPmic,CoverClass2.5m,7
GFC,P675,MUEaus,CoverClass2.5m,3
GFC,P675,COPpro,CoverClass2.5m,NA
GFC,P675,DIStou,CoverClass2.5m,NA
GFC,P675,MUEcom,CoverClass2.5m,NA
GFC,P462,COPpro,CoverClass2.5m,2
GFC,P462,PARcap,CoverClass2.5m,2
GFC,P462,DIStou,CoverClass2.5m,1
GFC,P428,COPpro,CoverClass2.5m,NA
GFC,P428,DIStou,CoverClass2.5m,NA
GFC,P428,MUEcom,CoverClass2.5m,NA
GFC,P428,PITten,CoverClass2.5m,NA
GFC,P357,COPpro,CoverClass2.5m,NA
GFC,P357,DIStou,CoverClass2.5m,NA
GFC,P357,ROSrub,CoverClass2.5m,NA
GFC,P357,MUEcom,CoverClass2.5m,NA
GFC,P655,SALxfr,CoverClass2.5m,4
GFC,P655,URTfer,CoverClass2.5m,NA
GFC,P655,MUEaus,CoverClass2.5m,NA
GFC,P655,MELram,CoverClass2.5m,NA
GFC,P655,SAMnig,CoverClass2.5m,NA
GFC,P655,COPpro,CoverClass2.5m,NA
GFC,P655,GRIlit,CoverClass2.5m,NA
TMN,P282,PRUtax,CoverClass2.5m,NA
TMN,P282,PODtot ,CoverClass2.5m,4
TMN,P282,PHYoct,CoverClass2.5m,NA
TMN,P282,MUEaus,CoverClass2.5m,NA
TMN,P417,PINrad,CoverClass2.5m,NA
TMN,P417,PODtot ,CoverClass2.5m,1
TMN,P417,MELram ,CoverClass2.5m,2
TMN,P417,METdif,CoverClass2.5m,1
TMN,P417,SCHdig,CoverClass2.5m,NA
TMN,P417,RHAsol,CoverClass2.5m,NA
TMN,P417,HEDarb,CoverClass2.5m,NA
TMN,P417,FUCexc,CoverClass2.5m,NA
TMN,P417,RIPsca,CoverClass2.5m,NA
TMN,P417,CARser,CoverClass2.5m,NA
TMN,P417,MUEaus,CoverClass2.5m,NA
TMN,P417,PARhet,CoverClass2.5m,NA
TMN,P417,Pastet,CoverClass2.5m,NA
TMN,P417,CLEmat,CoverClass2.5m,NA
TMN,P419,MELram,CoverClass2.5m,3
TMN,P419,BEItaw,CoverClass2.5m,1
TMN,P419,RIPsca,CoverClass2.5m,2
TMN,P419,METdif,CoverClass2.5m,2
TMN,P419,PSEarb ,CoverClass2.5m,2
TMN,P419,DICsqu,CoverClass2.5m,2
TMN,P419,BRArep ,CoverClass2.5m,2
TMN,P419,ALEexc,CoverClass2.5m,NA
TMN,P419,GENlig,CoverClass2.5m,2
TMN,P419,SCHdig,CoverClass2.5m,NA
TMN,P419,HEDarb,CoverClass2.5m,NA
TMN,P419,KNIexc,CoverClass2.5m,NA
TMN,P419,MUEaus,CoverClass2.5m,NA
TMN,P419,PARhet,CoverClass2.5m,NA
TMN,P419,WEIrac,CoverClass2.5m,1
TMN,P419,COPgra ,CoverClass2.5m,1
TMN,P419,METper,CoverClass2.5m,NA
TMN,P419,DACdac,CoverClass2.5m,NA
TMN,P401,PSEarb,CoverClass2.5m,NA
TMN,P401,PSEarb,CoverClass2.5m,1
TMN,P401,WEIrac,CoverClass2.5m,NA
TMN,P401,DICsqu,CoverClass2.5m,4
TMN,P401,METdif,CoverClass2.5m,2
TMN,P401,MELram,CoverClass2.5m,NA
TMN,P401,MELram,CoverClass2.5m,NA
TMN,P401,CYAdea,CoverClass2.5m,2
TMN,P401,RUBcis,CoverClass2.5m,1
TMN,P401,KNIexc,CoverClass2.5m,NA
TMN,P401,CARser,CoverClass2.5m,NA
TMN,P401,PARhet  ,CoverClass2.5m,NA
TMN,P401,SCHdig,CoverClass2.5m,NA
TMN,P401,RIPsca,CoverClass2.5m,NA
TMN,P401,HEDarb,CoverClass2.5m,NA
TMN,P401,BEItaw,CoverClass2.5m,NA
TMN,P401,METper,CoverClass2.5m,NA
TMN,P401,FUCexc,CoverClass2.5m,NA
TMN,P401,PODtot,CoverClass2.5m,NA
TMN,P379,PINrad,CoverClass2.5m,NA
TMN,P379,PODtot,CoverClass2.5m,3
TMN,P379,PENcor,CoverClass2.5m,NA
TMN,P379,COPrha,CoverClass2.5m,NA
TMN,P379,RHAsol,CoverClass2.5m,NA
TMN,P379,MELram,CoverClass2.5m,NA
TMN,P379,CLEvit,CoverClass2.5m,NA
TMN,P379,RUBfru,CoverClass2.5m,NA
TMN,P379,DACdac,CoverClass2.5m,NA
TMN,P379,ARIser,CoverClass2.5m,NA
TMN,P379,PRUtax,CoverClass2.5m,NA
TMN,P379,KNIexc,CoverClass2.5m,NA
TMN,P379,CARser ,CoverClass2.5m,NA
TMN,P379,RIPsca,CoverClass2.5m,NA
TMN,P379,PARhet,CoverClass2.5m,NA
TMN,P379,RUBcis,CoverClass2.5m,NA
TMN,P379,HEDarb,CoverClass2.5m,NA
TMN,P379,ALEexc,CoverClass2.5m,NA
TMN,P379,PSEarb,CoverClass2.5m,NA
TMN,P379,MUEaus,CoverClass2.5m,NA
TMN,P379,CLEmat,CoverClass2.5m,NA
TMN,P379,BEItaw,CoverClass2.5m,NA
TMN,P379,DICsqu,CoverClass2.5m,NA
TMN,P379,GENlig,CoverClass2.5m,NA
TMN,P400,BEItaw,CoverClass2.5m,2
TMN,P400,KNIexc,CoverClass2.5m,2
TMN,P400,ALEexc,CoverClass2.5m,NA
TMN,P400,HEDarb,CoverClass2.5m,NA
TMN,P400,RIPsca ,CoverClass2.5m,NA
TMN,P400,MELram,CoverClass2.5m,1
TMN,P400,STRhet,CoverClass2.5m,1
TMN,P400,RHAsol,CoverClass2.5m,NA
TMN,P400,PARhet,CoverClass2.5m,NA
TMN,P400,GENlig,CoverClass2.5m,NA
TMN,P400,COPgra,CoverClass2.5m,NA
TMN,P400,PSEarb,CoverClass2.5m,NA
TMN,P400,PODtot,CoverClass2.5m,NA
TMN,P400,DACdac,CoverClass2.5m,NA
TMN,P400,BRArep,CoverClass2.5m,NA
TMN,P400,CYAdea,CoverClass2.5m,4
TMN,P400,METdif,CoverClass2.5m,2
TMN,P380,BEItaw,CoverClass2.5m,NA
TMN,P380,KNIexc,CoverClass2.5m,2
TMN,P380,RIPsca,CoverClass2.5m,1
TMN,P380,MELram,CoverClass2.5m,2
TMN,P380,ALEexc,CoverClass2.5m,NA
TMN,P380,METcol,CoverClass2.5m,1
TMN,P380,CYAdea,CoverClass2.5m,2
TMN,P380,RHAsol,CoverClass2.5m,NA
TMN,P380,PARhet,CoverClass2.5m,NA
TMN,P380,STRhet,CoverClass2.5m,NA
TMN,P380,CARser,CoverClass2.5m,NA
TMN,P380,HEDarb,CoverClass2.5m,NA
TMN,P380,MUEaus,CoverClass2.5m,NA
TMN,P380,CLEmat,CoverClass2.5m,NA
TMN,P380,PODtot,CoverClass2.5m,NA
TMN,P380,COPrha,CoverClass2.5m,NA
TMN,P380,PENcor,CoverClass2.5m,NA
TMN,P380,GENlig,CoverClass2.5m,NA
TMN,P380,DACdac,CoverClass2.5m,NA
TMN,P380,SCHdig,CoverClass2.5m,NA
TMN,P358,PINrad,CoverClass2.5m,NA
TMN,P358,PHYoct,CoverClass2.5m,NA
TMN,P358,CLEmat,CoverClass2.5m,NA
TMN,P358,MUEaus,CoverClass2.5m,NA
TMN,P358,BEItaw,CoverClass2.5m,NA
TMN,P358,PODtot,CoverClass2.5m,NA
TMN,P358,MELram,CoverClass2.5m,NA
TMN,P358,HEDarb,CoverClass2.5m,NA
TMN,P358,RUBUS,CoverClass2.5m,NA
TMN,P359,PINrad,CoverClass2.5m,NA
TMN,P359,PODtot,CoverClass2.5m,1
TMN,P359,MELram,CoverClass2.5m,1
TMN,P359,METcol,CoverClass2.5m,1
TMN,P359,URTfer,CoverClass2.5m,NA
TMN,P359,METper,CoverClass2.5m,NA
TMN,P359,ALEexc,CoverClass2.5m,NA
TMN,P359,RIPsca,CoverClass2.5m,NA
TMN,P359,HEDarb,CoverClass2.5m,NA
GFC,P382,PSEarb,CoverClass0.3.2m,NA
GFC,P382,PITten,CoverClass0.3.2m,NA
GFC,P382,MELram,CoverClass0.3.2m,2
GFC,P382,CALtug,CoverClass0.3.2m,3
GFC,P382,MYRaus,CoverClass0.3.2m,2
GFC,P382,ARIser,CoverClass0.3.2m,1
GFC,P382,SAMnig,CoverClass0.3.2m,3
GFC,P382,PIPexc,CoverClass0.3.2m,2
GFC,P382,FUCexc,CoverClass0.3.2m,1
GFC,P382,CLEfoe,CoverClass0.3.2m,2
GFC,P382,COPpro,CoverClass0.3.2m,1
GFC,P382,MUEaus,CoverClass0.3.2m,1
GFC,P382,PARhet,CoverClass0.3.2m,1
GFC,P382,PENcor,CoverClass0.3.2m,1
GFC,P418,ARIser,CoverClass0.3.2m,1
GFC,P418,CORarb,CoverClass0.3.2m,2
GFC,P418,SAMnig,CoverClass0.3.2m,2
GFC,P418,PSEarb,CoverClass0.3.2m,1
GFC,P418,PARhet,CoverClass0.3.2m,1
GFC,P418,GRIlit,CoverClass0.3.2m,NA
GFC,P418,MELram,CoverClass0.3.2m,NA
GFC,P418,CALtug,CoverClass0.3.2m,NA
GFC,P418,COProb,CoverClass0.3.2m,NA
GFC,P418,PENcor,CoverClass0.3.2m,1
GFC,P418,FUCper,CoverClass0.3.2m,2
GFC,P347,PITten,CoverClass0.3.2m,1
GFC,P347,LEPsco,CoverClass0.3.2m,NA
GFC,P347,PSEarb,CoverClass0.3.2m,4
GFC,P347,MYOlae,CoverClass0.3.2m,NA
GFC,P347,OLEpan,CoverClass0.3.2m,3
GFC,P347,MYRaus,CoverClass0.3.2m,2
GFC,P347,MELram,CoverClass0.3.2m,2
GFC,P347,CARaus,CoverClass0.3.2m,1
GFC,P347,COProb,CoverClass0.3.2m,1
GFC,P347,COPpro,CoverClass0.3.2m,1
GFC,P347,PINrad,CoverClass0.3.2m,NA
GFC,P347,PRUNUS,CoverClass0.3.2m,NA
GFC,P346,PSEarb,CoverClass0.3.2m,1
GFC,P346,DODvis,CoverClass0.3.2m,1
GFC,P346,MELram,CoverClass0.3.2m,3
GFC,P346,CORarb,CoverClass0.3.2m,1
GFC,P346,PITten,CoverClass0.3.2m,NA
GFC,P346,MYRaus,CoverClass0.3.2m,5
GFC,P346,OLEpan,CoverClass0.3.2m,1
GFC,P346,COProb,CoverClass0.3.2m,3
GFC,P346,COPpro,CoverClass0.3.2m,1
GFC,P346,LEPsco,CoverClass0.3.2m,2
GFC,P346,PIPexc,CoverClass0.3.2m,2
GFC,P346,COTcoc,CoverClass0.3.2m,2
GFC,P346,CORaus,CoverClass0.3.2m,NA
GFC,P346,PENcor,CoverClass0.3.2m,NA
GFC,P346,RUBsqu,CoverClass0.3.2m,NA
GFC,P346,PSEcra,CoverClass0.3.2m,NA
GFC,P273,OLEpan,CoverClass0.3.2m,2
GFC,P273,MELram,CoverClass0.3.2m,5
GFC,P273,PSEarb,CoverClass0.3.2m,NA
GFC,P273,LEPsco,CoverClass0.3.2m,2
GFC,P273,PARhet,CoverClass0.3.2m,1
GFC,P273,COProb,CoverClass0.3.2m,1
GFC,P273,COTcoc,CoverClass0.3.2m,2
GFC,P273,ROSrub,CoverClass0.3.2m,1
GFC,P273,COPpro,CoverClass0.3.2m,3
GFC,P273,CLEvit,CoverClass0.3.2m,2
GFC,P273,PIPexc,CoverClass0.3.2m,1
GFC,P273,PITten,CoverClass0.3.2m,1
GFC,P273,MYRaus,CoverClass0.3.2m,1
GFC,P273,DODvis,CoverClass0.3.2m,1
GFC,P273,CARaus,CoverClass0.3.2m,1
GFC,P273,PRUNUS,CoverClass0.3.2m,1
GFC,P273,CORaus,CoverClass0.3.2m,1
GFC,P273,PENcor,CoverClass0.3.2m,1
GFC,P273,MUEaus,CoverClass0.3.2m,1
GFC,P310,CARser,CoverClass0.3.2m,1
GFC,P310,MELram,CoverClass0.3.2m,2
GFC,P310,LEPsco,CoverClass0.3.2m,1
GFC,P310,OLEpan,CoverClass0.3.2m,3
GFC,P310,PITten,CoverClass0.3.2m,1
GFC,P310,MYRaus,CoverClass0.3.2m,2
GFC,P310,CALtug,CoverClass0.3.2m,1
GFC,P310,PARhet,CoverClass0.3.2m,1
GFC,P310,PIPexc,CoverClass0.3.2m,2
GFC,P310,PSEarb,CoverClass0.3.2m,1
GFC,P310,GRIlit,CoverClass0.3.2m,1
GFC,P310,MYOlae,CoverClass0.3.2m,1
GFC,P310,COPpro,CoverClass0.3.2m,1
GFC,P310,COProb,CoverClass0.3.2m,1
GFC,P310,PENcor,CoverClass0.3.2m,1
GFC,P310,CORaus,CoverClass0.3.2m,NA
GFC,P310,PRUNUS,CoverClass0.3.2m,NA
GFC,P348,LEPsco,CoverClass0.3.2m,NA
GFC,P348,PSEarb,CoverClass0.3.2m,NA
GFC,P348,COPpro,CoverClass0.3.2m,4
GFC,P348,COPpxr,CoverClass0.3.2m,2
GFC,P348,COPrha,CoverClass0.3.2m,2
GFC,P348,CLEpan,CoverClass0.3.2m,1
GFC,P348,PITten,CoverClass0.3.2m,1
GFC,P348,PARhet,CoverClass0.3.2m,1
GFC,P348,PRUNUS,CoverClass0.3.2m,1
GFC,P348,RUBsqu,CoverClass0.3.2m,1
GFC,P348,CARaus,CoverClass0.3.2m,1
GFC,P348,MUEcom,CoverClass0.3.2m,1
GFC,P348,CARser,CoverClass0.3.2m,1
GFC,P348,CLEfoe,CoverClass0.3.2m,1
GFC,P348,PENcor,CoverClass0.3.2m,NA
GFC,P348,MELram,CoverClass0.3.2m,NA
GFC,????,CORaus,CoverClass0.3.2m,NA
GFC,????,PARhet,CoverClass0.3.2m,2
GFC,????,MELram,CoverClass0.3.2m,3
GFC,????,MUEaus,CoverClass0.3.2m,2
GFC,????,CLEfoe,CoverClass0.3.2m,1
GFC,????,CALtug,CoverClass0.3.2m,2
GFC,????,MUEcom,CoverClass0.3.2m,1
GFC,????,MYOlae,CoverClass0.3.2m,3
GFC,????,COPpro,CoverClass0.3.2m,4
GFC,????,PENcor,CoverClass0.3.2m,3
GFC,????,PIPexc,CoverClass0.3.2m,1
GFC,????,PITten,CoverClass0.3.2m,1
GFC,????,ROSrub,CoverClass0.3.2m,1
GFC,????,DODvis,CoverClass0.3.2m,1
GFC,????,PSEarb,CoverClass0.3.2m,NA
GFC,????,MYRaus,CoverClass0.3.2m,NA
GFC,P383,HOHang,CoverClass0.3.2m,1
GFC,P383,PENcor,CoverClass0.3.2m,2
GFC,P383,CARser,CoverClass0.3.2m,1
GFC,P383,RUBsqu,CoverClass0.3.2m,1
GFC,P383,MELram,CoverClass0.3.2m,2
GFC,P383,COPpro,CoverClass0.3.2m,1
GFC,P383,MYOlae,CoverClass0.3.2m,NA
GFC,P383,PODtot,CoverClass0.3.2m,NA
GFC,P383,GRIlit,CoverClass0.3.2m,NA
GFC,P383,SOPmic,CoverClass0.3.2m,NA
GFC,P383,PARhet,CoverClass0.3.2m,NA
GFC,P383,CALtug,CoverClass0.3.2m,NA
GFC,P383,PIPexc,CoverClass0.3.2m,NA
GFC,P383,MYRaus,CoverClass0.3.2m,NA
GFC,P383,CLEfoe,CoverClass0.3.2m,NA
GFC,P383,OLEavi,CoverClass0.3.2m,NA
GFC,P383,PSEarb,CoverClass0.3.2m,NA
GFC,P383,MUEcom,CoverClass0.3.2m,NA
GFC,P383,PITten,CoverClass0.3.2m,NA
GFC,P349,PSEarb,CoverClass0.3.2m,1
GFC,P349,MELram,CoverClass0.3.2m,2
GFC,P349,SAMnig,CoverClass0.3.2m,NA
GFC,P349,COPpro,CoverClass0.3.2m,1
GFC,P349,CORarb,CoverClass0.3.2m,NA
GFC,P349,PENcor,CoverClass0.3.2m,1
GFC,P349,PRUNUS,CoverClass0.3.2m,1
GFC,P349,PITten,CoverClass0.3.2m,1
GFC,P349,CALtug,CoverClass0.3.2m,1
GFC,P349,MYOlae,CoverClass0.3.2m,NA
GFC,P349,PIPexc,CoverClass0.3.2m,NA
GFC,P349,MYRaus,CoverClass0.3.2m,NA
GFC,P349,PARhet,CoverClass0.3.2m,NA
GFC,P349,RUBsqu,CoverClass0.3.2m,NA
GFC,P349,MUEcom,CoverClass0.3.2m,NA
GFC,P349,COProb,CoverClass0.3.2m,NA
GFC,P349,PIPexc,CoverClass0.3.2m,NA
GFC,P107,LEPsco,CoverClass0.3.2m,2
GFC,P107,DODvis,CoverClass0.3.2m,2
GFC,P107,PITten,CoverClass0.3.2m,3
GFC,P107,OLEpan,CoverClass0.3.2m,4
GFC,P107,CARaus,CoverClass0.3.2m,1
GFC,P107,COPpro,CoverClass0.3.2m,1
GFC,P107,PSEarb,CoverClass0.3.2m,NA
GFC,P107,COPpro,CoverClass0.3.2m,NA
GFC,P107,MYOlae,CoverClass0.3.2m,NA
GFC,P107,ROSrub,CoverClass0.3.2m,NA
GFC,P107,PINrad,CoverClass0.3.2m,NA
GFC,P105,LEPsco,CoverClass0.3.2m,2
GFC,P105,OLEpan,CoverClass0.3.2m,NA
GFC,P105,COPpro,CoverClass0.3.2m,5
GFC,P105,PARhet,CoverClass0.3.2m,2
GFC,P105,MUEcom,CoverClass0.3.2m,2
GFC,P105,CARaus,CoverClass0.3.2m,2
GFC,P105,MELram,CoverClass0.3.2m,1
GFC,P105,PITten,CoverClass0.3.2m,NA
GFC,P75,LEPsco,CoverClass0.3.2m,2
GFC,P75,CARaus,CoverClass0.3.2m,2
GFC,P75,MUEcom,CoverClass0.3.2m,2
GFC,P75,COPpro,CoverClass0.3.2m,2
GFC,P75,ROSrub,CoverClass0.3.2m,1
GFC,P173,LEPsco,CoverClass0.3.2m,NA
GFC,P173,CARaus,CoverClass0.3.2m,1
GFC,P173,COPpro,CoverClass0.3.2m,2
GFC,P173,PSEarb,CoverClass0.3.2m,2
GFC,P173,COPpxr,CoverClass0.3.2m,2
GFC,P173,MELram,CoverClass0.3.2m,1
GFC,P173,PITten,CoverClass0.3.2m,1
GFC,P173,PARhet,CoverClass0.3.2m,1
GFC,P173,COPvir,CoverClass0.3.2m,NA
GFC,P173,CLEfoe,CoverClass0.3.2m,NA
GFC,P173,OLEpan,CoverClass0.3.2m,NA
GFC,P173,PENcor,CoverClass0.3.2m,NA
GFC,P173,MYOlae,CoverClass0.3.2m,NA
GFC,P173,ROSrub,CoverClass0.3.2m,NA
GFC,P173,PINrad,CoverClass0.3.2m,NA
GFC,P173,OLEavi,CoverClass0.3.2m,NA
GFC,P138,LEPsco,CoverClass0.3.2m,4
GFC,P138,MYOlae,CoverClass0.3.2m,NA
GFC,P138,PSEarb,CoverClass0.3.2m,3
GFC,P138,DODvis,CoverClass0.3.2m,1
GFC,P138,COPpro,CoverClass0.3.2m,1
GFC,P138,PITten,CoverClass0.3.2m,2
GFC,P138,CALtug,CoverClass0.3.2m,1
GFC,P138,COProb,CoverClass0.3.2m,1
GFC,P138,CARaus,CoverClass0.3.2m,1
GFC,P138,CORaus,CoverClass0.3.2m,1
GFC,P138,CORarb,CoverClass0.3.2m,NA
GFC,P138,OLEpan,CoverClass0.3.2m,NA
GFC,P138,MELram,CoverClass0.3.2m,NA
GFC,P138,COTcoc,CoverClass0.3.2m,NA
GFC,P138,ROSrub,CoverClass0.3.2m,NA
GFC,P138,PRUNUS,CoverClass0.3.2m,NA
GFC,P108,OLEpan,CoverClass0.3.2m,2
GFC,P108,PITten,CoverClass0.3.2m,NA
GFC,P108,COPpro,CoverClass0.3.2m,1
GFC,P108,CARaus,CoverClass0.3.2m,1
GFC,P108,DODvis,CoverClass0.3.2m,NA
GFC,P108,PRUNUS,CoverClass0.3.2m,NA
GFC,P108,MELram,CoverClass0.3.2m,NA
GFC,P108,PSEarb,CoverClass0.3.2m,NA
GFC,P108,PARhet,CoverClass0.3.2m,NA
GFC,P108,MYOlae,CoverClass0.3.2m,NA
GFC,P108,COPpxr,CoverClass0.3.2m,NA
GFC,P108,COProb,CoverClass0.3.2m,NA
GFC,P109,COPpro,CoverClass0.3.2m,3
GFC,P109,PARhet,CoverClass0.3.2m,2
GFC,P109,CLEfoe,CoverClass0.3.2m,3
GFC,P109,DIStou,CoverClass0.3.2m,4
GFC,P109,COPpxr,CoverClass0.3.2m,2
GFC,P109,PARcap,CoverClass0.3.2m,2
GFC,P109,MUEcom,CoverClass0.3.2m,4
GFC,P109,MUEaxi,CoverClass0.3.2m,1
GFC,P109,CALtug,CoverClass0.3.2m,2
GFC,P79,LEPsco,CoverClass0.3.2m,2
GFC,P79,PARhet,CoverClass0.3.2m,3
GFC,P79,CARaus,CoverClass0.3.2m,1
GFC,P79,OLEpan,CoverClass0.3.2m,NA
GFC,P79,COPpro,CoverClass0.3.2m,2
GFC,P79,MELram,CoverClass0.3.2m,1
GFC,P79,COPpxr,CoverClass0.3.2m,1
GFC,P79,PITten,CoverClass0.3.2m,NA
GFC,P79,CORaus,CoverClass0.3.2m,NA
GFC,P79,PSEarb,CoverClass0.3.2m,NA
GFC,P749,PITeug,CoverClass0.3.2m,4
GFC,P749,GRIlit,CoverClass0.3.2m,2
GFC,P749,MELram,CoverClass0.3.2m,3
GFC,P749,MUEaus,CoverClass0.3.2m,2
GFC,P749,PSEarb,CoverClass0.3.2m,2
GFC,P749,MYRaus,CoverClass0.3.2m,2
GFC,P749,COPpro,CoverClass0.3.2m,2
GFC,P749,CALtug,CoverClass0.3.2m,1
GFC,P749,MELalp,CoverClass0.3.2m,1
GFC,P749,MUEcom,CoverClass0.3.2m,1
GFC,P751,MELram,CoverClass0.3.2m,1
GFC,P751,CARser,CoverClass0.3.2m,1
GFC,P751,GRIlit,CoverClass0.3.2m,1
GFC,P751,MUEaus,CoverClass0.3.2m,2
GFC,P751,COPpro,CoverClass0.3.2m,3
GFC,P751,URTfer,CoverClass0.3.2m,1
GFC,P751,ROSrub,CoverClass0.3.2m,1
GFC,P751,VERsal,CoverClass0.3.2m,1
GFC,P751,PSEcra,CoverClass0.3.2m,NA
GFC,P751,PSEarb,CoverClass0.3.2m,NA
GFC,P751,FUCper,CoverClass0.3.2m,NA
GFC,P751,SOPmic,CoverClass0.3.2m,NA
GFC,P759,MELram,CoverClass0.3.2m,2
GFC,P759,COPpro,CoverClass0.3.2m,4
GFC,P759,MUEaus,CoverClass0.3.2m,1
